camis,dba,borough,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,critical_flag_bin,neighborhood_simple,neighborhoods,nyc_poverty_rate,median_income,perc_white,perc_black,perc_asian,perc_other,perc_hispanic,indexscore
40918241,BON SOIR CATERERS,Brooklyn,1421,EAST   63 STREET,11234,7187639420,american,2025-10-02,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2025-10-02,2025-11-14,Cycle Inspection / Initial Inspection,40.61916097206,-73.91647508617,318.0,46.0,69800.0,3236373.0,3083850037.0,BK45,POINT (-73.91647508617 40.619160972056),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
40929114,NEW HONG KONG KITCHEN,Brooklyn,5226,CHURCH AVENUE,11203,7183421932,chinese,2024-06-04,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,10.0,A,2024-06-04,2025-11-14,Cycle Inspection / Initial Inspection,40.6522105924,-73.92814972212,317.0,41.0,86200.0,3327608.0,3047000009.0,BK96,POINT (-73.928149722123 40.652210592395),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
40932950,HOTEL CARLYLE EMPLOYEE CAFETERIA,Manhattan,35,EAST   76 STREET,10021,2125707133,american,2022-03-09,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,A,2022-03-09,2025-11-14,Cycle Inspection / Initial Inspection,40.77425965477,-73.96328486357,108.0,4.0,13000.0,1041797.0,1013910021.0,MN40,POINT (-73.963284863567 40.77425965477),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40978159,CANDLE 79,Manhattan,154,EAST   79 STREET,10075,2125377179,vegan,2019-09-12,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2019-09-12,2025-11-14,Cycle Inspection / Initial Inspection,40.77477128877,-73.95848619352,108.0,4.0,14000.0,1043255.0,1014130051.0,MN40,POINT (-73.958486193519 40.774771288771),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41004797,LINKS CLUB,Manhattan,36,EAST   62 STREET,10065,2128388181,american,2023-12-06,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10.0,A,2023-12-06,2025-11-14,Cycle Inspection / Initial Inspection,40.76531911863,-73.96972645878,108.0,4.0,11401.0,1040859.0,1013760046.0,MN40,POINT (-73.96972645878 40.765319118625),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41023553,59E59 BAR,Manhattan,59,EAST   59 STREET,10022,2127535959,american,2023-03-30,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,2023-03-30,2025-11-14,Cycle Inspection / Initial Inspection,40.76330472619,-73.97072732028,108.0,4.0,11401.0,1040755.0,1013740030.0,MN40,POINT (-73.970727320277 40.763304726193),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41040376,THE GRILL HOUSE,Bronx,1991,BRONXDALE AVENUE,10462,7184309797,middle eastern,2025-04-07,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,2025-04-07,2025-11-14,Cycle Inspection / Initial Inspection,40.84993249812,-73.86462160209,211.0,13.0,23000.0,2048001.0,2042610024.0,BX37,POINT (-73.864621602089 40.849932498115),1.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41056253,BENATERI'S ITALIAN GOURMET DELI,Queens,12921,14 AVENUE,11356,7184459240,american,2025-01-30,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,2025-01-30,2025-11-14,Cycle Inspection / Re-inspection,40.78566700936,-73.83909575215,407.0,19.0,94700.0,4097229.0,4040070047.0,QN23,POINT (-73.839095752146 40.785667009358),1.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
41062070,STARBUCKS,Manhattan,1488,3 AVENUE,10028,2127447458,coffee/tea,2025-03-20,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-03-20,2025-11-14,Cycle Inspection / Initial Inspection,40.7774076944,-73.95502552369,108.0,5.0,14000.0,1047654.0,1015120040.0,MN40,POINT (-73.955025523687 40.777407694398),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41072936,LADY M CONFECTIONS,Manhattan,41,EAST   78 STREET,10075,3479716888,bakery products/desserts,2025-08-28,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,2025-08-28,2025-11-14,Cycle Inspection / Initial Inspection,40.77548897461,-73.96226600429,108.0,4.0,14200.0,1083090.0,1013930023.0,MN40,POINT (-73.962266004294 40.775488974613),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41078099,ORIGINAL RAY'S PIZZA,Manhattan,811,LEXINGTON AVENUE,10065,2122238116,pizza,2025-02-03,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,20.0,B,2025-02-03,2025-11-14,Cycle Inspection / Re-inspection,40.76438503189,-73.96659344056,108.0,4.0,11402.0,1042037.0,1013970018.0,MN40,POINT (-73.966593440559 40.764385031885),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41092403,EAT HERE NOW,Manhattan,839,LEXINGTON AVENUE,10065,2127510724,american,2025-02-03,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,13.0,A,2025-02-03,2025-11-14,Cycle Inspection / Re-inspection,40.76525218843,-73.96595764283,108.0,4.0,12000.0,1042115.0,1013980053.0,MN40,POINT (-73.96595764283 40.765252188432),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41092640,STOLOVAYA,Brooklyn,813,AVENUE U,11223,7187870120,russian,2025-05-08,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2025-05-08,2025-11-14,Cycle Inspection / Re-inspection,40.59812739756,-73.9628167408,315.0,47.0,39400.0,3192159.0,3071110043.0,BK25,POINT (-73.962816740796 40.598127397562),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41096100,MATCH 65,Manhattan,29,EAST   65 STREET,10065,2127374400,french,2024-01-30,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,2024-01-30,2025-11-14,Cycle Inspection / Initial Inspection,40.76723460471,-73.9684115032,108.0,4.0,12200.0,1041128.0,1013800023.0,MN40,POINT (-73.968411503201 40.767234604713),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41120682,SANT AMBROEUS,Manhattan,1000,MADISON AVENUE,10075,2125702211,italian,2024-12-27,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,8.0,A,2024-12-27,2025-11-14,Cycle Inspection / Re-inspection,40.77531625055,-73.96286545451,108.0,4.0,14200.0,1041835.0,1013920056.0,MN40,POINT (-73.962865454507 40.775316250548),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41138977,PERRINE,Manhattan,2,EAST   61 STREET,10065,2129408195,french,2024-12-30,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,2024-12-30,2025-11-14,Cycle Inspection / Re-inspection,40.76540200517,-73.97186354944,108.0,4.0,11401.0,1040809.0,1013750067.0,MN40,POINT (-73.97186354944 40.765402005167),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41138983,HOTEL PIERRE-MAIN KITCHEN,Manhattan,2,EAST   61 STREET,10065,2128388000,american,2024-11-29,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,62.0,C,2024-11-29,2025-11-14,Cycle Inspection / Re-inspection,40.76540200517,-73.97186354944,108.0,4.0,11401.0,1040809.0,1013750067.0,MN40,POINT (-73.97186354944 40.765402005167),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41138984,HOTEL PIERRE-BANQUET KITCHEN,Manhattan,2,EAST   61 STREET,10065,2128388000,american,2025-04-22,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,2025-04-22,2025-11-14,Cycle Inspection / Re-inspection,40.76540200517,-73.97186354944,108.0,4.0,11401.0,1040809.0,1013750067.0,MN40,POINT (-73.97186354944 40.765402005167),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41145134,"DUNKIN', BASKIN ROBBINS",Manhattan,1392,LEXINGTON AVENUE,10128,2127225767,donuts,2025-08-06,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,11.0,A,2025-08-06,2025-11-14,Cycle Inspection / Re-inspection,40.78306655916,-73.95298509614,108.0,4.0,15801.0,1048312.0,1015200056.0,MN40,POINT (-73.952985096144 40.783066559162),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41150437,DUNKIN,Brooklyn,2344,FLATBUSH AVENUE,11234,7183380530,donuts,2025-10-09,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,2025-10-09,2025-11-14,Cycle Inspection / Initial Inspection,40.61292044087,-73.92607795406,318.0,46.0,66200.0,3241336.0,3085280043.0,BK45,POINT (-73.926077954058 40.612920440874),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41151982,ANTONUCCI,Manhattan,168,EAST   81 STREET,10028,2125705100,italian,2024-06-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2024-06-11,2025-11-14,Cycle Inspection / Initial Inspection,40.77590435981,-73.95709179819,108.0,4.0,14000.0,1047527.0,1015090041.0,MN40,POINT (-73.957091798192 40.775904359811),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41158964,PHO VIETNAM RESTAURANT,Brooklyn,1243,AVENUE U,11229,7189982858,southeast asian,2025-01-16,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23.0,B,2025-01-16,2025-11-14,Cycle Inspection / Re-inspection,40.59855973558,-73.95890225658,315.0,48.0,58200.0,3197982.0,3073170042.0,BK25,POINT (-73.958902256579 40.598559735582),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41166704,MAESTRO CATERERS,Bronx,1703,BRONXDALE AVENUE,10462,7187928844,american,2025-10-16,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2025-10-16,2025-11-14,Cycle Inspection / Initial Inspection,40.84539109823,-73.85872860356,211.0,13.0,23800.0,2087702.0,2040450029.0,BX37,POINT (-73.858728603557 40.845391098227),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41167352,THE COOKIE HOUSE,Brooklyn,5328,KINGS PLAZA CENTER,11234,7182526483,bagels/pretzels,2025-03-04,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,2025-03-04,2025-11-14,Cycle Inspection / Initial Inspection,40.61099544666,-73.92063442403,318.0,46.0,69800.0,3326830.0,3084700055.0,BK45,POINT (-73.920634424028 40.61099544666),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41181395,DUNKIN',Brooklyn,934,KINGS HIGHWAY,11223,7186272450,coffee/tea,2025-08-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2025-08-22,2025-11-14,Cycle Inspection / Initial Inspection,40.60705341547,-73.96272891758,315.0,44.0,41800.0,3177632.0,3066660110.0,BK25,POINT (-73.962728917577 40.607053415471),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41187642,PRIMAVERA PIZZERIA,Bronx,761,MORRIS PARK AVENUE,10462,7184099303,pizza,2024-09-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2024-09-30,2025-11-14,Cycle Inspection / Initial Inspection,40.8456882693,-73.86388932256,211.0,13.0,23200.0,2043564.0,2040520004.0,BX37,POINT (-73.863889322557 40.845688269299),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41193113,SOSAKU JAPANESE RESTAURANT,Brooklyn,6328,AVENUE N,11234,7189682800,japanese,2025-03-06,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,6.0,A,2025-03-06,2025-11-14,Cycle Inspection / Initial Inspection,40.61959725318,-73.91628362685,318.0,46.0,69800.0,3340561.0,3083850044.0,BK45,POINT (-73.916283626848 40.619597253184),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41215408,MARTINIELLO'S IV PIZZERIA,Queens,22-49,COLLEGE POINT BOULEVARD,11356,7186613344,pizza,2025-04-10,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2025-04-10,2025-11-14,Cycle Inspection / Re-inspection,40.77938007885,-73.84605453403,407.0,19.0,91900.0,4099506.0,4041980001.0,QN23,POINT (-73.84605453403 40.779380078853),0.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
41225503,AMALI / SOPRA,Manhattan,115,EAST   60 STREET,10022,2123398363,mediterranean,2024-04-17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,2024-04-17,2025-11-14,Cycle Inspection / Re-inspection,40.76323554819,-73.96861195147,108.0,4.0,11402.0,1041914.0,1013950007.0,MN40,POINT (-73.96861195147 40.763235548193),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41227684,PIZZA D'AMORE,Brooklyn,2147,MILL AVENUE,11234,7185312333,pizza,2024-02-15,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13.0,A,2024-02-15,2025-11-14,Cycle Inspection / Re-inspection,40.61462672191,-73.91297259857,318.0,46.0,69800.0,3238489.0,3084630065.0,BK45,POINT (-73.912972598574 40.614626721905),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41231473,ALL NATIONS,Brooklyn,1091,UTICA AVENUE,11203,7186291300,caribbean,2019-06-07,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2019-06-07,2025-11-14,Cycle Inspection / Initial Inspection,40.64617857269,-73.92977783573,317.0,45.0,84800.0,3327622.0,3047610064.0,BK96,POINT (-73.929777835726 40.646178572692),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41232890,METROPOLITAN CLUB,Manhattan,1,EAST   60 STREET,10022,2128387400,continental,2024-12-04,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,5.0,A,2024-12-04,2025-11-14,Cycle Inspection / Initial Inspection,40.76479552185,-73.97230783434,108.0,4.0,11401.0,1081206.0,1013750001.0,MN40,POINT (-73.97230783434 40.764795521845),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41236258,DUNKIN,Brooklyn,1422,KINGS HIGHWAY,11229,7189982632,donuts,2025-08-20,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10.0,A,2025-08-20,2025-11-14,Cycle Inspection / Re-inspection,40.60848213337,-73.95888532026,315.0,48.0,55400.0,3182975.0,3067970108.0,BK25,POINT (-73.95888532026 40.608482133368),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41236401,DUNKIN,Brooklyn,6620,AVENUE U,11234,7182414064,donuts,2025-10-27,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,10.0,A,2025-10-27,2025-11-14,Cycle Inspection / Initial Inspection,40.61744390115,-73.91074288585,318.0,46.0,70201.0,3243428.0,3086310001.0,BK45,POINT (-73.910742885846 40.617443901148),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41237926,STARBUCKS,Manhattan,1261,LEXINGTON AVENUE,10028,2128791764,coffee/tea,2025-03-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2025-03-11,2025-11-14,Cycle Inspection / Initial Inspection,40.7787091407,-73.95614397032,108.0,5.0,14801.0,1047689.0,1015137502.0,MN40,POINT (-73.956143970315 40.7787091407),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41258837,SUBWAY,Bronx,968,MORRIS PARK AVENUE,10462,7188921071,sandwiches,2025-09-02,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2025-09-02,2025-11-14,Cycle Inspection / Initial Inspection,40.84763995043,-73.85724547887,211.0,13.0,24400.0,2044517.0,2040960007.0,BX37,POINT (-73.857245478872 40.847639950427),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41261199,PIZZA EMPORIUM,Brooklyn,3424,AVENUE S,11234,7183766770,pizza,2024-04-11,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A,2024-04-11,2025-11-14,Cycle Inspection / Initial Inspection,40.60894176013,-73.93256511631,318.0,46.0,65800.0,3240855.0,3085200042.0,BK45,POINT (-73.932565116312 40.608941760127),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41262161,DUNKIN',Brooklyn,2419,CONEY ISLAND AVENUE,11223,7183763590,donuts,2025-05-15,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2025-05-15,2025-11-14,Cycle Inspection / Initial Inspection,40.59772609892,-73.96113173741,315.0,48.0,58200.0,3395096.0,3073430074.0,BK25,POINT (-73.961131737412 40.597726098922),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
41264944,HARRY CIPRIANI,Manhattan,781,5 AVENUE,10022,2127535566,italian,2024-07-05,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2024-07-05,2025-11-14,Cycle Inspection / Initial Inspection,40.76444707218,-73.9728711339,108.0,4.0,11401.0,1040751.0,1013740001.0,MN40,POINT (-73.972871133903 40.764447072178),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41272136,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,872,UTICA AVENUE,11203,7182825027,caribbean,2024-12-24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,A,2024-12-24,2025-11-14,Cycle Inspection / Re-inspection,40.65211044566,-73.93043467853,317.0,41.0,86800.0,3102091.0,3046750037.0,BK96,POINT (-73.930434678531 40.652110445656),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
41272215,SUBWAY,Manhattan,1434,LEXINGTON AVENUE,10128,2125347797,sandwiches,2025-08-14,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-08-14,2025-11-14,Cycle Inspection / Re-inspection,40.78428486186,-73.95209591614,108.0,4.0,15801.0,1048404.0,1015220057.0,MN40,POINT (-73.952095916135 40.784284861859),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41290491,NARUTO RAMEN,Manhattan,1596,3 AVENUE,10128,2122897803,japanese,2025-01-22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13.0,A,2025-01-22,2025-11-14,Cycle Inspection / Re-inspection,40.78112299886,-73.95231846275,108.0,5.0,14802.0,1048124.0,1015180037.0,MN40,POINT (-73.952318462745 40.781122998858),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41303290,GOLDEN EAGLE II,Bronx,682,MORRIS PARK AVENUE,10462,7188229433,american,2024-09-10,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,2024-09-10,2025-11-14,Cycle Inspection / Initial Inspection,40.84511228896,-73.86658320448,211.0,13.0,23600.0,2093048.0,2040320004.0,BX37,POINT (-73.866583204476 40.84511228896),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
41309763,THE COSMOPOLITAN CLUB,Manhattan,122,EAST   66 STREET,10065,2127345950,american,2025-09-08,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2025-09-08,2025-11-14,Cycle Inspection / Initial Inspection,40.76678635429,-73.96544422289,108.0,4.0,12000.0,1081411.0,1014000060.0,MN40,POINT (-73.965444222885 40.766786354287),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
41318150,MR. KAM RESTAURANT,Brooklyn,6342,VETERANS AVENUE,11234,7185317100,chinese,2025-01-02,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2025-01-02,2025-11-14,Cycle Inspection / Re-inspection,40.61962161824,-73.91582252724,318.0,46.0,69800.0,3236378.0,3083850052.0,BK45,POINT (-73.915822527241 40.619621618242),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
41322554,RMR CAFE,Brooklyn,6161,STRICKLAND AVENUE,11234,7187633333,american,2025-10-01,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,12.0,A,2025-10-01,2025-11-14,Cycle Inspection / Initial Inspection,40.61282016235,-73.91233025266,318.0,46.0,69800.0,3346315.0,3084701110.0,BK45,POINT (-73.912330252659 40.612820162347),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
